AC_ID,name1,name2,name3,complete_name,rank,parent_tsn,tsn,common
Bazzania pearsonii,Bazzania,pearsonii,None,Bazzania pearsonii,220,14359,14363,Pearson's bazzania
Bazzania trilobata,Bazzania,trilobata,None,Bazzania trilobata,220,14359,14366,threelobed bazzania
Calypogeja muelleriana,Calypogeja,muelleriana,None,Calypogeja muelleriana,220,0,14387,Müller's calypogeja
Calypogeja neesiana,Calypogeja,neesiana,None,Calypogeja neesiana,220,0,14390,Nees' calypogeja
Calypogeja peruviana,Calypogeja,peruviana,None,Calypogeja peruviana,220,0,14391,Peruvian calypogeja
Calypogeja sphagnicola,Calypogeja,sphagnicola,None,Calypogeja sphagnicola,220,0,14393,sphagnum calypogeja
Calypogeja sullivantii,Calypogeja,sullivantii,None,Calypogeja sullivantii,220,0,14396,Sullivant's calypogeja
Anthelia juratzkana,Anthelia,juratzkana,None,Anthelia juratzkana,220,14407,14410,Juratzka's anthelia
Cephalozia bicuspidata,Cephalozia,bicuspidata,None,Cephalozia bicuspidata,220,14424,14426,twotoothed cephalozia
Cephalozia loitlesbergeri,Cephalozia,loitlesbergeri,None,Cephalozia loitlesbergeri,220,0,14442,Loitlesberger's cephalozia
Cephalozia macounii,Cephalozia,macounii,None,Cephalozia macounii,220,14424,14445,Macoun's cephalozia
Barbilophozia atlantica,Barbilophozia,atlantica,None,Barbilophozia atlantica,220,0,14697,Atlantic barbilophozia
Orthocaulis atlanticus,Orthocaulis,atlanticus,None,Orthocaulis atlanticus,220,1107825,14699,Atlantic barbilophozia
Barbilophozia attenuata,Barbilophozia,attenuata,None,Barbilophozia attenuata,220,0,14700,attenuate barbilophozia
Barbilophozia binsteadii,Barbilophozia,binsteadii,None,Barbilophozia binsteadii,220,0,14708,Binstead's barbilophozia
Barbilophozia floerkei,Barbilophozia,floerkei,None,Barbilophozia floerkei,220,0,14713,Floerke's barbilophozia
Barbilophozia hatcheri,Barbilophozia,hatcheri,None,Barbilophozia hatcheri,220,1107919,14716,Hatcher's barbilophozia
Barbilophozia kunzeana,Barbilophozia,kunzeana,None,Barbilophozia kunzeana,220,0,14722,Kunze's barbilophozia
Barbilophozia quadriloba,Barbilophozia,quadriloba,None,Barbilophozia quadriloba,220,0,14727,fourlobe barbilophozia
Anastrophyllum helleranum,Anastrophyllum,helleranum,None,Anastrophyllum helleranum,220,0,14848,Heller's anastrophyllum
Anastrophyllum hellerianum,Anastrophyllum,hellerianum,None,Anastrophyllum hellerianum,220,0,14849,Heller's anastrophyllum
Anastrophyllum michauxii,Anastrophyllum,michauxii,None,Anastrophyllum michauxii,220,14843,14854,Michaux's anastrophyllum
Brachiolejeunea bahamensis,Brachiolejeunea,bahamensis,None,Brachiolejeunea bahamensis,220,0,15245,Bahama brachiolejeunea
Caudalejeunea lehmanniana,Caudalejeunea,lehmanniana,None,Caudalejeunea lehmanniana,220,15252,15253,Lehmann's caudelejeunea
Asterella bolanderi,Asterella,bolanderi,None,Asterella bolanderi,220,15543,15544,Bolander's asterella
Asterella californica,Asterella,californica,None,Asterella californica,220,15543,15545,California asterella
Asterella elegans,Asterella,elegans,None,Asterella elegans,220,15543,15546,elegant asterella
Asterella echinella,Asterella,echinella,None,Asterella echinella,220,15543,15549,elegant asterella
Asterella gracilis,Asterella,gracilis,None,Asterella gracilis,220,0,15550,graceful asterella
Asterella lindenbergiana,Asterella,lindenbergiana,None,Asterella lindenbergiana,220,15543,15552,Lindenberg's asterella
Asterella palmeri,Asterella,palmeri,None,Asterella palmeri,220,15543,15553,Palmer's asterella
Anthoceros macounii,Anthoceros,macounii,None,Anthoceros macounii,220,15652,15658,Macoun's anthoceros
Notothylas breutelii,Notothylas,breutelii,None,Notothylas breutelii,220,1062929,15667,Breutel's notothylas
Notothylas orbicularis,Notothylas,orbicularis,None,Notothylas orbicularis,220,1062929,15668,round notothylas
Phaeoceros hallii,Phaeoceros,hallii,None,Phaeoceros hallii,220,0,15670,Hall's phaeoceros
Sphagnum russowii,Sphagnum,russowii,None,Sphagnum russowii,220,15683,15684,Russow's sphagnum
Sphagnum aongstroemii,Sphagnum,aongstroemii,None,Sphagnum aongstroemii,220,15683,15685,Aongstroem's sphagnum
Sphagnum contortum,Sphagnum,contortum,None,Sphagnum contortum,220,15683,15686,contorted sphagnum
Sphagnum papillosum,Sphagnum,papillosum,None,Sphagnum papillosum,220,15683,15687,papillose sphagnum
Sphagnum magellanicum,Sphagnum,magellanicum,None,Sphagnum magellanicum,220,15683,15689,Magellan's sphagnum
Sphagnum palustre,Sphagnum,palustre,None,Sphagnum palustre,220,15683,15692,prairie sphagnum
Sphagnum henryense,Sphagnum,henryense,None,Sphagnum henryense,220,15683,15693,Henry's sphagnum
Sphagnum compactum,Sphagnum,compactum,None,Sphagnum compactum,220,15683,15696,low sphagnum
Sphagnum macrophyllum,Sphagnum,macrophyllum,None,Sphagnum macrophyllum,220,15683,15700,largeleaf sphagnum
Sphagnum cuspidatum,Sphagnum,cuspidatum,None,Sphagnum cuspidatum,220,15683,15704,toothed sphagnum
Sphagnum recurvum,Sphagnum,recurvum,None,Sphagnum recurvum,220,15683,15713,recurved sphagnum
Sphagnum riparium,Sphagnum,riparium,None,Sphagnum riparium,220,15683,15718,streamside sphagnum
Sphagnum lindbergii,Sphagnum,lindbergii,None,Sphagnum lindbergii,220,15683,15719,Lindberg's sphagnum
Sphagnum pylaesii,Sphagnum,pylaesii,None,Sphagnum pylaesii,220,15683,15720,Pylaes' sphagnum
Sphagnum bartlettianum,Sphagnum,bartlettianum,None,Sphagnum bartlettianum,220,15683,15732,Bartlett's sphagnum
Sphagnum wulfianum,Sphagnum,wulfianum,None,Sphagnum wulfianum,220,15683,15734,Wulf's sphagnum
Sphagnum angermanicum,Sphagnum,angermanicum,None,Sphagnum angermanicum,220,15683,15736,Angerman's sphagnum
Sphagnum warnstorfii,Sphagnum,warnstorfii,None,Sphagnum warnstorfii,220,15683,15740,Warnstorf's sphagnum
Sphagnum girgensohnii,Sphagnum,girgensohnii,None,Sphagnum girgensohnii,220,15683,15741,Girgensohn's sphagnum
Andreaeobryum macrosporum,Andreaeobryum,macrosporum,None,Andreaeobryum macrosporum,220,15752,15753,big spore andreaeobryum moss
Polytrichum juniperinum,Polytrichum,juniperinum,None,Polytrichum juniperinum,220,15758,15762,juniper polytrichum moss
Polytrichum ohioense,Polytrichum,ohioense,None,Polytrichum ohioense,220,0,15769,Ohio polytrichum moss
Pogonatum pensilvanicum,Pogonatum,pensilvanicum,None,Pogonatum pensilvanicum,220,15772,15774,Pennsylvania pogonatum moss
Pogonatum dentatum,Pogonatum,dentatum,None,Pogonatum dentatum,220,15772,15776,toothed pogonatum moss
Atrichum undulatum,Atrichum,undulatum,None,Atrichum undulatum,220,15778,15780,undulate atrichum moss
Tetrodontium brownianum,Tetrodontium,brownianum,None,Tetrodontium brownianum,220,15793,15794,Brown's tetrodontium moss
Archidium minus,Archidium,minus,None,Archidium minus,220,15800,15801,small archidium moss
Archidium alternifolium,Archidium,alternifolium,None,Archidium alternifolium,220,15800,15802,alternateleaf archidium moss
Archidium ohioense,Archidium,ohioense,None,Archidium ohioense,220,15800,15804,Ohio archidium moss
Archidium hallii,Archidium,hallii,None,Archidium hallii,220,15800,15805,Hall's archidium moss
Archidium donnellii,Archidium,donnellii,None,Archidium donnellii,220,15800,15806,Donnell's archidium moss
Entosthodon drummondii,Entosthodon,drummondii,None,Entosthodon drummondii,220,15809,15810,Drummond's entosthodon moss
Physcomitrium immersum,Physcomitrium,immersum,None,Physcomitrium immersum,220,15811,15812,immersed physcomitrium moss
Physcomitrium hookeri,Physcomitrium,hookeri,None,Physcomitrium hookeri,220,15811,15815,Hooker's physcomitrium moss
Funaria americana,Funaria,americana,None,Funaria americana,220,15816,15822,American funaria moss
Funaria serrata,Funaria,serrata,None,Funaria serrata,220,15816,15823,serrate funaria moss
Lorentziella imbricata,Lorentziella,imbricata,None,Lorentziella imbricata,220,15837,15838,imbricate lorentziella moss
Ephemerum serratum,Ephemerum,serratum,None,Ephemerum serratum,220,15845,15846,serrate ephemerum moss
Micromitrium wrightii,Micromitrium,wrightii,None,Micromitrium wrightii,220,15852,15854,Wright's micromitrium moss
Micromitrium austinii,Micromitrium,austinii,None,Micromitrium austinii,220,0,15855,Austin's micromitrium moss
Tayloria lingulata,Tayloria,lingulata,None,Tayloria lingulata,220,15861,15862,lingulate dung moss
Tayloria serrata,Tayloria,serrata,None,Tayloria serrata,220,15861,15863,serrate dung moss
Tayloria splachnoides,Tayloria,splachnoides,None,Tayloria splachnoides,220,15861,15864,splachnoid dung moss
Tayloria acuminata,Tayloria,acuminata,None,Tayloria acuminata,220,15861,15865,acuminate dung moss
Tetraplodon mnioides,Tetraplodon,mnioides,None,Tetraplodon mnioides,220,15866,15867,entireleaf nitrogen moss
Tetraplodon angustatus,Tetraplodon,angustatus,None,Tetraplodon angustatus,220,15866,15868,toothedleaf nitrogen moss
Splachnum luteum,Splachnum,luteum,None,Splachnum luteum,220,15869,15870,yellow moosedung moss
Splachnum rubrum,Splachnum,rubrum,None,Splachnum rubrum,220,15869,15871,brilliant red dung moss
Splachnum ampullaceum,Splachnum,ampullaceum,None,Splachnum ampullaceum,220,15869,15872,small capsule dung moss
Splachnum sphaericum,Splachnum,sphaericum,None,Splachnum sphaericum,220,15869,15873,pinkstink dung moss
Splachnum pennsylvanicum,Splachnum,pennsylvanicum,None,Splachnum pennsylvanicum,220,0,15874,Pennsylvania dung moss
Oedipodium griffithianum,Oedipodium,griffithianum,None,Oedipodium griffithianum,220,15876,15877,Griffith's oedipodium moss
Orthotrichum obtusifolium,Orthotrichum,obtusifolium,None,Orthotrichum obtusifolium,220,0,15881,obtuseleaf aspen moss
Orthotrichum pylaisii,Orthotrichum,pylaisii,None,Orthotrichum pylaisii,220,0,15885,Pylais' orthotrichum moss
Orthotrichum speciosum,Orthotrichum,speciosum,None,Orthotrichum speciosum,220,0,15887,lanceolateleaf rock moss
Orthotrichum keeverae,Orthotrichum,keeverae,None,Orthotrichum keeverae,220,0,15892,Keever's orthotrichum moss
Orthotrichum strangulatum,Orthotrichum,strangulatum,None,Orthotrichum strangulatum,220,15880,15894,strangulate orthotrichum moss
Orthotrichum stellatum,Orthotrichum,stellatum,None,Orthotrichum stellatum,220,15880,15897,stellate orthotrichum moss
Orthotrichum ohioense,Orthotrichum,ohioense,None,Orthotrichum ohioense,220,15880,15898,Ohio orthotrichum moss
Ulota curvifolia,Ulota,curvifolia,None,Ulota curvifolia,220,15902,15908,curvedleaf ulota moss
Ulota drummondii,Ulota,drummondii,None,Ulota drummondii,220,15902,15910,Drummond's ulota moss
Ulota japonica,Ulota,japonica,None,Ulota japonica,220,15902,15911,Japanese ulota moss
Macromitrium richardii,Macromitrium,richardii,None,Macromitrium richardii,220,15913,15914,Richard's macromitrium moss
Schlotheimia rugifolia,Schlotheimia,rugifolia,None,Schlotheimia rugifolia,220,15917,15918,ruggedleaf schlotheimia moss
Schlotheimia lancifolia,Schlotheimia,lancifolia,None,Schlotheimia lancifolia,220,15917,15919,lanceleaf schlotheimia moss
Groutiella tomentosa,Groutiella,tomentosa,None,Groutiella tomentosa,220,15920,15922,tomentose groutiella moss
Amphidium lapponicum,Amphidium,lapponicum,None,Amphidium lapponicum,220,15927,15928,Lapland amphidium moss
Amphidium mougeotii,Amphidium,mougeotii,None,Amphidium mougeotii,220,15927,15929,Mougeot's amphidium moss
Erpodium domingense,Erpodium,domingense,None,Erpodium domingense,220,15938,15939,Domingo erpodium moss
Venturiella sinensis,Venturiella,sinensis,None,Venturiella sinensis,220,15942,15943,China venturiella moss
Bryum wrightii,Bryum,wrightii,None,Bryum wrightii,220,0,15958,Wright's bryum moss
Bryum marratii,Bryum,marratii,None,Bryum marratii,220,0,15959,Marrat's bryum moss
Bryum reedii,Bryum,reedii,None,Bryum reedii,220,0,15962,Reed's bryum moss
Bryum knowltonii,Bryum,knowltonii,None,Bryum knowltonii,220,0,15963,Knowlton's bryum moss
Bryum weigelii,Bryum,weigelii,None,Bryum weigelii,220,0,15968,Weigel's bryum moss
Bryum caespiticium,Bryum,caespiticium,None,Bryum caespiticium,220,0,15974,dry calcareous bryum moss
Bryum pseudotriquetrum,Bryum,pseudotriquetrum,None,Bryum pseudotriquetrum,220,0,15975,common green bryum moss
Bryum miniatum,Bryum,miniatum,None,Bryum miniatum,220,0,15977,glossy red bryum moss
Bryum alpinum,Bryum,alpinum,None,Bryum alpinum,220,0,15978,alpine bryum moss
Bryum muehlenbeckii,Bryum,muehlenbeckii,None,Bryum muehlenbeckii,220,0,15979,Muehlenbeck's bryum moss
Bryum blindii,Bryum,blindii,None,Bryum blindii,220,15957,15982,Blind's bryum moss
Bryum argenteum,Bryum,argenteum,None,Bryum argenteum,220,15957,15984,silvergreen bryum moss
Brachymenium andersonii,Brachymenium,andersonii,None,Brachymenium andersonii,220,0,15990,Anderson's brachymenium moss
Pohlia wahlenbergii,Pohlia,wahlenbergii,None,Pohlia wahlenbergii,220,15991,15996,Wahlenberg's pohlia moss
Pohlia drummondii,Pohlia,drummondii,None,Pohlia drummondii,220,15991,15997,Drummond's pohlia moss
Pohlia elongata,Pohlia,elongata,None,Pohlia elongata,220,15991,16005,elongate pohlia moss
Mielichhoferia macrocarpa,Mielichhoferia,macrocarpa,None,Mielichhoferia macrocarpa,220,0,16012,waterfall copper moss
Mnium stellare,Mnium,stellare,None,Mnium stellare,220,16025,16026,stellar calcareous moss
Mnium marginatum,Mnium,marginatum,None,Mnium marginatum,220,16025,16029,olivegreen calcareous moss
Mnium thomsonii,Mnium,thomsonii,None,Mnium thomsonii,220,16025,16030,Thomson's calcareous moss
Mnium spinulosum,Mnium,spinulosum,None,Mnium spinulosum,220,16025,16031,largetooth calcareous moss
Cinclidium arcticum,Cinclidium,arcticum,None,Cinclidium arcticum,220,16050,16052,arctic cinclidium moss
Timmia norvegica,Timmia,norvegica,None,Timmia norvegica,220,16069,16070,Norwegian timmia moss
Timmia austriaca,Timmia,austriaca,None,Timmia austriaca,220,16069,16071,Austria timmia moss
Plagiopus oederiana,Plagiopus,oederiana,None,Plagiopus oederiana,220,0,16095,Oeder's plagiopus moss
Paludella squarrosa,Paludella,squarrosa,None,Paludella squarrosa,220,16109,16110,angled paludella moss
Catoscopium nigritum,Catoscopium,nigritum,None,Catoscopium nigritum,220,16118,16119,black golf club moss
Thuidium allenii,Thuidium,allenii,None,Thuidium allenii,220,0,16131,Allen's thuidium moss
Thuidium delicatulum,Thuidium,delicatulum,None,Thuidium delicatulum,220,16123,16132,delicate thuidium moss
Helodium blandowii,Helodium,blandowii,None,Helodium blandowii,220,0,16143,Blandow's helodium moss
Heterocladium macounii,Heterocladium,macounii,None,Heterocladium macounii,220,16150,16152,Macoun's heterocladium moss
Myurella sibirica,Myurella,sibirica,None,Myurella sibirica,220,16153,16155,Siberian myurella moss
Calliergon richardsonii,Calliergon,richardsonii,None,Calliergon richardsonii,220,16184,16186,Richardson's calliergon moss
Calliergon giganteum,Calliergon,giganteum,None,Calliergon giganteum,220,16184,16188,giant calliergon moss
Hygrohypnum montanum,Hygrohypnum,montanum,None,Hygrohypnum montanum,220,0,16200,montane hygrohypnum moss
Hygrohypnum smithii,Hygrohypnum,smithii,None,Hygrohypnum smithii,220,0,16206,Smith's hygrohypnum moss
Campylium halleri,Campylium,halleri,None,Campylium halleri,220,0,16210,Haller's campylium moss
Campylium hispidulum,Campylium,hispidulum,None,Campylium hispidulum,220,0,16211,hispid campylium moss
Campylium stellatum,Campylium,stellatum,None,Campylium stellatum,220,16209,16212,star campylium moss
Campylium chrysophyllum,Campylium,chrysophyllum,None,Campylium chrysophyllum,220,16209,16216,goldenleaf campylium moss
Brachythecium acuminatum,Brachythecium,acuminatum,None,Brachythecium acuminatum,220,16236,16238,acuminate brachythecium moss
Brachythecium turgidum,Brachythecium,turgidum,None,Brachythecium turgidum,220,16236,16250,turgid brachythecium moss
Brachythecium calcareum,Brachythecium,calcareum,None,Brachythecium calcareum,220,0,16252,calcareous brachythecium moss
Conardia compacta,Conardia,compacta,None,Conardia compacta,220,16265,16266,compact conardia moss
Bryhnia novae-angliae,Bryhnia,novae-angliae,None,Bryhnia novae-angliae,220,0,16274,New England bryhnia moss
Homalothecium sericeum,Homalothecium,sericeum,None,Homalothecium sericeum,220,16280,16281,silken homalothecium moss
Plagiothecium denticulatum,Plagiothecium,denticulatum,None,Plagiothecium denticulatum,220,16291,16295,toothed plagiothecium moss
Hypnum revolutum,Hypnum,revolutum,None,Hypnum revolutum,220,0,16301,revolute hypnum moss
Hypnum recurvatum,Hypnum,recurvatum,None,Hypnum recurvatum,220,0,16304,recurved hypnum moss
Hypnum bambergeri,Hypnum,bambergeri,None,Hypnum bambergeri,220,0,16311,Bamberger's hypnum moss
Hypnum curvifolium,Hypnum,curvifolium,None,Hypnum curvifolium,220,0,16313,curveleaf hypnum moss
Hypnum lindbergii,Hypnum,lindbergii,None,Hypnum lindbergii,220,0,16314,Lindberg's hypnum moss
Hypnum dieckii,Hypnum,dieckii,None,Hypnum dieckii,220,0,16317,Dieck's hypnum moss
Ptilium crista-castrensis,Ptilium,crista-castrensis,None,Ptilium crista-castrensis,220,16319,16320,knights plume moss
Ctenidium molluscum,Ctenidium,molluscum,None,Ctenidium molluscum,220,16324,16325,mollusc ctenidium moss
Isopterygiopsis muelleriana,Isopterygiopsis,muelleriana,None,Isopterygiopsis muelleriana,220,16341,16342,Mueller's isopterygiopsis moss
Platydictya jungermannioides,Platydictya,jungermannioides,None,Platydictya jungermannioides,220,16351,16354,Jungermann's platydictya moss
Pylaisiella selwynii,Pylaisiella,selwynii,None,Pylaisiella selwynii,220,0,16360,Selwyn's pylaisiella moss
Pylaisiella intricata,Pylaisiella,intricata,None,Pylaisiella intricata,220,0,16361,intricate pylaisiella moss
Orthothecium intricatum,Orthothecium,intricatum,None,Orthothecium intricatum,220,16365,16366,intricate orthothecium moss
Pleurozium schreberi,Pleurozium,schreberi,None,Pleurozium schreberi,220,16372,16373,Schreber's big red stem moss
Hylocomium splendens,Hylocomium,splendens,None,Hylocomium splendens,220,16374,16375,splendid feather moss
Rhytidiadelphus triquetrus,Rhytidiadelphus,triquetrus,None,Rhytidiadelphus triquetrus,220,16382,16383,rough goose neck moss
Rhytidiadelphus squarrosus,Rhytidiadelphus,squarrosus,None,Rhytidiadelphus squarrosus,220,16382,16384,square goose neck moss
Rhytidiadelphus loreus,Rhytidiadelphus,loreus,None,Rhytidiadelphus loreus,220,16382,16385,loreus goose neck moss
Entodon seductrix,Entodon,seductrix,None,Entodon seductrix,220,16393,16395,seductive entodon moss
Entodon sullivantii,Entodon,sullivantii,None,Entodon sullivantii,220,16393,16396,Sullivant's entodon moss
Entodon compressus,Entodon,compressus,None,Entodon compressus,220,16393,16397,compressed entodon moss
Sematophyllum demissum,Sematophyllum,demissum,None,Sematophyllum demissum,220,16402,16403,sematophyllum moss
Brotherella recurvans,Brotherella,recurvans,None,Brotherella recurvans,220,16408,16409,recurved brotherella moss
Acroporium smallii,Acroporium,smallii,None,Acroporium smallii,220,16413,16414,Small's acroporium moss
Fontinalis antipyretica,Fontinalis,antipyretica,None,Fontinalis antipyretica,220,16417,16418,antifever fontinalis moss
Fontinalis novae-angliae,Fontinalis,novae-angliae,None,Fontinalis novae-angliae,220,16417,16422,New England fontinalis moss
Fontinalis sullivantii,Fontinalis,sullivantii,None,Fontinalis sullivantii,220,16417,16425,Sullivant's fontinalis moss
Fontinalis missourica,Fontinalis,missourica,None,Fontinalis missourica,220,0,16426,Missouri fontinalis moss
Fontinalis macmillanii,Fontinalis,macmillanii,None,Fontinalis macmillanii,220,16417,16427,Macmillan's fontinalis moss
Fontinalis langloisii,Fontinalis,langloisii,None,Fontinalis langloisii,220,0,16429,Langlois' fontinalis moss
Fontinalis flaccida,Fontinalis,flaccida,None,Fontinalis flaccida,220,0,16431,flaccid fontinalis moss
Dichelyma falcatum,Dichelyma,falcatum,None,Dichelyma falcatum,220,16432,16436,sickle dichelyma moss
Climacium dendroides,Climacium,dendroides,None,Climacium dendroides,220,16450,16451,tree climacium moss
Climacium americanum,Climacium,americanum,None,Climacium americanum,220,16450,16452,American climacium moss
Anomodon rugelii,Anomodon,rugelii,None,Anomodon rugelii,220,0,16458,Rugel's anomodon moss
Thelia lescurii,Thelia,lescurii,None,Thelia lescurii,220,16460,16463,Lescur's thelia moss
Cryphaea ravenelii,Cryphaea,ravenelii,None,Cryphaea ravenelii,220,16493,16494,Ravenel's cryphaea moss
Cryphaea filiformis,Cryphaea,filiformis,None,Cryphaea filiformis,220,16493,16496,filiform cryphaea moss
Hedwigia ciliata,Hedwigia,ciliata,None,Hedwigia ciliata,220,16520,16521,ciliate hedwigia moss
Pireella pohlii,Pireella,pohlii,None,Pireella pohlii,220,16546,16547,Pohl's pireella moss
Papillaria nigrescens,Papillaria,nigrescens,None,Papillaria nigrescens,220,0,16555,black papillaria moss
Neckeropsis undulata,Neckeropsis,undulata,None,Neckeropsis undulata,220,16560,16561,undulate neckeropsis moss
Thamnobryum alleghaniense,Thamnobryum,alleghaniense,None,Thamnobryum alleghaniense,220,16563,16564,Allegany thamnobryum moss
Homaliadelphus sharpii,Homaliadelphus,sharpii,None,Homaliadelphus sharpii,220,16567,16568,Sharp's homaliadelphus moss
Hookeria acutifolia,Hookeria,acutifolia,None,Hookeria acutifolia,220,16577,16578,sharpleaf hookeria moss
Tortula papillosa,Tortula,papillosa,None,Tortula papillosa,220,0,16626,papillose tortula moss
Tortula fragilis,Tortula,fragilis,None,Tortula fragilis,220,0,16629,fragile tortula moss
Tortula mucronifolia,Tortula,mucronifolia,None,Tortula mucronifolia,220,16621,16630,mucronleaf tortula moss
Tortula cainii,Tortula,cainii,None,Tortula cainii,220,0,16631,Cain's tortula moss
Tortula norvegica,Tortula,norvegica,None,Tortula norvegica,220,0,16633,Norwegian tortula moss
Barbula convoluta,Barbula,convoluta,None,Barbula convoluta,220,16634,16638,convoluted barbula moss
Barbula ehrenbergii,Barbula,ehrenbergii,None,Barbula ehrenbergii,220,0,16642,Ehrenberg's barbula moss
Weissia controversa,Weissia,controversa,None,Weissia controversa,220,16655,16656,controverial weissia moss
Weissia sharpii,Weissia,sharpii,None,Weissia sharpii,220,16655,16657,Sharp's weissia moss
Weissia jamaicensis,Weissia,jamaicensis,None,Weissia jamaicensis,220,16655,16659,Jamaican weissia moss
Tortella fragilis,Tortella,fragilis,None,Tortella fragilis,220,16660,16661,fragile tortella moss
Tortella tortuosa,Tortella,tortuosa,None,Tortella tortuosa,220,16660,16662,tortured tortella moss
Stegonia latifolia,Stegonia,latifolia,None,Stegonia latifolia,220,16665,16666,wideleaf stegonia moss
Desmatodon porteri,Desmatodon,porteri,None,Desmatodon porteri,220,0,16668,Porter's desmatodon moss
Desmatodon obtusifolius,Desmatodon,obtusifolius,None,Desmatodon obtusifolius,220,0,16669,obtuseleaf desmatodon moss
Desmatodon heimii,Desmatodon,heimii,None,Desmatodon heimii,220,0,16672,Heim's desmatodon moss
Desmatodon latifolius,Desmatodon,latifolius,None,Desmatodon latifolius,220,0,16673,wideleaf desmatodon moss
Desmatodon randii,Desmatodon,randii,None,Desmatodon randii,220,0,16675,Rand's desmatodon moss
Pottia davalliana,Pottia,davalliana,None,Pottia davalliana,220,0,16681,Davall's pottia moss
Pottia truncata,Pottia,truncata,None,Pottia truncata,220,0,16683,truncate pottia moss
Aloina rigida,Aloina,rigida,None,Aloina rigida,220,16686,16688,rigid aloina moss
Pterygoneurum subsessile,Pterygoneurum,subsessile,None,Pterygoneurum subsessile,220,16692,16693,sessile pterygoneurum moss
Pterygoneurum ovatum,Pterygoneurum,ovatum,None,Pterygoneurum ovatum,220,16692,16696,ovate pterygoneurum moss
Phascum cuspidatum,Phascum,cuspidatum,None,Phascum cuspidatum,220,0,16698,toothed phascum moss
Phascum floerkeanum,Phascum,floerkeanum,None,Phascum floerkeanum,220,0,16699,Floerkea's phascum moss
Didymodon rigidulus,Didymodon,rigidulus,None,Didymodon rigidulus,220,16700,16703,rigid didymodon moss
Didymodon reedii,Didymodon,reedii,None,Didymodon reedii,220,0,16704,Reed's didymodon moss
Pleurochaete squarrosa,Pleurochaete,squarrosa,None,Pleurochaete squarrosa,220,16714,16715,square pleurochaete moss
Gyroweisia reflexa,Gyroweisia,reflexa,None,Gyroweisia reflexa,220,16729,16731,reflexed gyroweisia moss
Aschisma kansanum,Aschisma,kansanum,None,Aschisma kansanum,220,16732,16733,Kansas aschisma moss
Scopelophila cataractae,Scopelophila,cataractae,None,Scopelophila cataractae,220,16734,16736,cataract scopelophila moss
Gymnostomiella orcuttii,Gymnostomiella,orcuttii,None,Gymnostomiella orcuttii,220,16740,16741,Orcutt's gymnostomiella moss
Syrrhopodon texanus,Syrrhopodon,texanus,None,Syrrhopodon texanus,220,16745,16747,Texan syrrhopodon moss
Dicranum undulatum,Dicranum,undulatum,None,Dicranum undulatum,220,0,16765,undulate dicranum moss
Dicranum ontariense,Dicranum,ontariense,None,Dicranum ontariense,220,16761,16766,Ontario dicranum moss
Dicranum condensatum,Dicranum,condensatum,None,Dicranum condensatum,220,16761,16767,condensed dicranum moss
Dicranum muehlenbeckii,Dicranum,muehlenbeckii,None,Dicranum muehlenbeckii,220,16761,16770,Muehlenbeck's dicranum moss
Dicranum montanum,Dicranum,montanum,None,Dicranum montanum,220,16761,16771,montane dicranum moss
Dicranum elongatum,Dicranum,elongatum,None,Dicranum elongatum,220,16761,16772,elongate dicranum moss
Dicranum fragilifolium,Dicranum,fragilifolium,None,Dicranum fragilifolium,220,16761,16773,fragile leaf dicranum moss
Dicranum flagellare,Dicranum,flagellare,None,Dicranum flagellare,220,16761,16776,dicranum moss
Campylopus carolinae,Campylopus,carolinae,None,Campylopus carolinae,220,16778,16779,Carolina campylopus moss
Campylopus oerstedianus,Campylopus,oerstedianus,None,Campylopus oerstedianus,220,16778,16783,Oersted's campylopus moss
Campylopus surinamensis,Campylopus,surinamensis,None,Campylopus surinamensis,220,16778,16784,Surinam campylopus moss
Campylopus paradoxus,Campylopus,paradoxus,None,Campylopus paradoxus,220,0,16785,paradox campylopus moss
Campylopus tallulensis,Campylopus,tallulensis,None,Campylopus tallulensis,220,16778,16786,Tallul campylopus moss
Campylopus schimperi,Campylopus,schimperi,None,Campylopus schimperi,220,16778,16788,Schimper's campylopus moss
Kiaeria starkei,Kiaeria,starkei,None,Kiaeria starkei,220,16790,16791,Starke's kiaeria moss
Kiaeria blyttii,Kiaeria,blyttii,None,Kiaeria blyttii,220,16790,16792,Blytt's kiaeria moss
Oncophorus wahlenbergii,Oncophorus,wahlenbergii,None,Oncophorus wahlenbergii,220,16795,16798,Wahlenberg's oncophorus moss
Cynodontium schisti,Cynodontium,schisti,None,Cynodontium schisti,220,16803,16804,schist cynodontium moss
Rhabdoweisia crenulata,Rhabdoweisia,crenulata,None,Rhabdoweisia crenulata,220,16807,16808,crenulate rhabdoweisia moss
Dicranella schreberiana,Dicranella,schreberiana,None,Dicranella schreberiana,220,16810,16814,Schreber's dicranella moss
Trematodon ambiguus,Trematodon,ambiguus,None,Trematodon ambiguus,220,16822,16823,ambiguous trematodon moss
Bruchia ravenelii,Bruchia,ravenelii,None,Bruchia ravenelii,220,16825,16829,Ravenel's bruchia moss
Bruchia carolinae,Bruchia,carolinae,None,Bruchia carolinae,220,16825,16830,Carolina bruchia moss
Bruchia brevifolia,Bruchia,brevifolia,None,Bruchia brevifolia,220,16825,16831,shortleaf bruchia moss
Bruchia hallii,Bruchia,hallii,None,Bruchia hallii,220,16825,16833,Hall's bruchia moss
Dicranodontium denudatum,Dicranodontium,denudatum,None,Dicranodontium denudatum,220,16834,16835,denuded dicranodontium moss
