AC_ID,name1,name2,name3,complete_name,rank,parent_tsn,tsn,common
Funastrum hartwegii,Funastrum,hartwegii,None,Funastrum hartwegii,220,564853,893820,Hartweg's twinevine
Funastrum utahense,Funastrum,utahense,None,Funastrum utahense,220,564853,893822,Utah swallow-wort
Orthosia scoparia,Orthosia,scoparia,None,Orthosia scoparia,220,893784,893823,leafless swallow-wort
Seutera angustifolia,Seutera,angustifolia,None,Seutera angustifolia,220,893782,893824,Gulf-coast swallowwort
Seutera angustifolia,Seutera,angustifolia,None,Seutera angustifolia,220,893782,893824,marsh swallowwort
Gomphocarpus fruticosus,Gomphocarpus,fruticosus,None,Gomphocarpus fruticosus,220,30356,893825,milkweed
Gomphocarpus fruticosus,Gomphocarpus,fruticosus,None,Gomphocarpus fruticosus,220,30356,893825,narrow-leaf cotton bush
Gomphocarpus fruticosus,Gomphocarpus,fruticosus,None,Gomphocarpus fruticosus,220,30356,893825,swan plant
Polystemma guatemalense,Polystemma,guatemalense,None,Polystemma guatemalense,220,893783,893827,arborescente rattan
Cerbera manghas,Cerbera,manghas,None,Cerbera manghas,220,893792,893828,reva
Macroscepis hirsuta,Macroscepis,hirsuta,None,Macroscepis hirsuta,220,0,893829,rattan
Adenium obesum,Adenium,obesum,None,Adenium obesum,220,893779,893830,desert-rose
Ceropegia woodii,Ceropegia,woodii,None,Ceropegia woodii,220,0,893832,hearts entangled
Edithcolea grandis,Edithcolea,grandis,None,Edithcolea grandis,220,893776,893833,Persian carpet flower
Stapelia hirsuta,Stapelia,hirsuta,None,Stapelia hirsuta,220,500566,893834,carrion-flower
Mandevilla lanuginosa,Mandevilla,lanuginosa,None,Mandevilla lanuginosa,220,182231,893835,plateau rocktrumpet
Pinochia corymbosa,Pinochia,corymbosa,None,Pinochia corymbosa,220,893785,893836,Sanjuanera
Pinochia corymbosa,Pinochia,corymbosa,None,Pinochia corymbosa,220,893785,893836,bejuco de San Juan
Pinochia corymbosa,Pinochia,corymbosa,None,Pinochia corymbosa,220,893785,893836,leche de perra
Pinochia corymbosa,Pinochia,corymbosa,None,Pinochia corymbosa,220,893785,893836,resino
Echites umbellatus,Echites,umbellatus,None,Echites umbellatus,220,30171,893837,devil's potato
Asclepias fruticosa,Asclepias,fruticosa,None,Asclepias fruticosa,220,0,893840,African milkweed
Matelea quirosii,Matelea,quirosii,None,Matelea quirosii,220,0,893842,arborescente rattan
Matelea trianae,Matelea,trianae,None,Matelea trianae,220,0,893843,rattan
Alyxia stellata,Alyxia,stellata,None,Alyxia stellata,220,30128,893855,maile
Phedimus hybridus,Phedimus,hybridus,None,Phedimus hybridus,220,894329,894331,hybrid stonecrop
Bryophyllum gastonis-bonnieri,Bryophyllum,gastonis-bonnieri,None,Bryophyllum gastonis-bonnieri,220,0,894337,palm beachbells
Phedimus spurius,Phedimus,spurius,None,Phedimus spurius,220,894329,894339,Caucasian stonecrop
Bryophyllum delagoense,Bryophyllum,delagoense,None,Bryophyllum delagoense,220,0,894344,chandelier plant
Phedimus kamtschaticus,Phedimus,kamtschaticus,None,Phedimus kamtschaticus,220,894329,894345,orange stonecrop
Phedimus aizoon,Phedimus,aizoon,None,Phedimus aizoon,220,894329,894346,fei cai
Phedimus aizoon,Phedimus,aizoon,None,Phedimus aizoon,220,894329,894346,orpin Aizoon
Sedum nuttallii,Sedum,nuttallii,None,Sedum nuttallii,220,24103,894347,yellow stonecrop
Aeonium undulatum,Aeonium,undulatum,None,Aeonium undulatum,220,500832,894349,saucer-plant
Sedum dasyphyllum,Sedum,dasyphyllum,None,Sedum dasyphyllum,220,24103,894352,thick-leaf stonecrop
Elliottia pyroliflora,Elliottia,pyroliflora,None,Elliottia pyroliflora,220,23642,894429,copperbush
Therorhodion glandulosum,Therorhodion,glandulosum,None,Therorhodion glandulosum,220,894425,894430,glandular Kamchatka rhododendron
Arctostaphylos gabilanensis,Arctostaphylos,gabilanensis,None,Arctostaphylos gabilanensis,220,23467,894431,Gabilan manzanita
Arctostaphylos ohloneana,Arctostaphylos,ohloneana,None,Arctostaphylos ohloneana,220,23467,894432,Ohlone manzanita
Rhododendron columbianum,Rhododendron,columbianum,None,Rhododendron columbianum,220,23700,894433,western Labrador tea
Rhododendron tomentosum,Rhododendron,tomentosum,None,Rhododendron tomentosum,220,23700,894434,marsh Labrador tea
Erica canaliculata,Erica,canaliculata,None,Erica canaliculata,220,23647,894435,Christmas heather
Erica canaliculata,Erica,canaliculata,None,Erica canaliculata,220,23647,894435,hairy grey heather
Rhododendron konori,Rhododendron,konori,None,Rhododendron konori,220,23700,894436,Konor rhododendron
Vaccinium bracteatum,Vaccinium,bracteatum,None,Vaccinium bracteatum,220,23571,894439,sea bilberry
Therorhodion camtschaticum,Therorhodion,camtschaticum,None,Therorhodion camtschaticum,220,894425,894442,Kamchatka rhododendron
Gaultheria pyroloides,Gaultheria,pyroloides,None,Gaultheria pyroloides,220,23652,894446,Japanese wintergreen
Gaultheria pyroloides,Gaultheria,pyroloides,None,Gaultheria pyroloides,220,23652,894446,Miquel's spicywintergreen
Kalmia buxifolia,Kalmia,buxifolia,None,Kalmia buxifolia,220,23672,894448,sandmyrtle
Kalmiopsis fragrans,Kalmiopsis,fragrans,None,Kalmiopsis fragrans,220,500356,894449,Umpqua kalmiopsis
Rhododendron eastmanii,Rhododendron,eastmanii,None,Rhododendron eastmanii,220,23700,894450,May white azalea
Rhododendron eastmanii,Rhododendron,eastmanii,None,Rhododendron eastmanii,220,23700,894450,Santee azalea
Arctostaphylos nissenana,Arctostaphylos,nissenana,None,Arctostaphylos nissenana,220,23467,894451,Nissenan manzanita
Erica diaphana,Erica,diaphana,None,Erica diaphana,220,23647,894453,heath
Lyonia stahlii,Lyonia,stahlii,None,Lyonia stahlii,220,23558,894455,Stahl's staggerbush
Rhododendron bakeri,Rhododendron,bakeri,None,Rhododendron bakeri,220,0,894523,Baker's rhododendron
Platanthera purpurascens,Platanthera,purpurascens,None,Platanthera purpurascens,220,43410,894633,purple-petal bog orchid
Prosthechea boothiana,Prosthechea,boothiana,None,Prosthechea boothiana,220,894616,894634,dollar orchid
Prosthechea cochleata,Prosthechea,cochleata,None,Prosthechea cochleata,220,894616,894635,clamshell orchid
Prescottia oligantha,Prescottia,oligantha,None,Prescottia oligantha,220,894612,894636,small Prescott orchid
Prescottia pellucida,Prescottia,pellucida,None,Prescottia pellucida,220,0,894637,Cuban Prescott orchid
Prescottia stachyodes,Prescottia,stachyodes,None,Prescottia stachyodes,220,894612,894638,mountain Prescott orchid
Malaxis abieticola,Malaxis,abieticola,None,Malaxis abieticola,220,43639,894640,Arizona adder's-mouth orchid
Ophrys insectifera,Ophrys,insectifera,None,Ophrys insectifera,220,894599,894642,fly orchid
Orchis morio,Orchis,morio,None,Orchis morio,220,894598,894643,green-winged orchid
Psychopsis papilio,Psychopsis,papilio,None,Psychopsis papilio,220,894597,894644,butterfly orchid
Vanda coerulea,Vanda,coerulea,None,Vanda coerulea,220,894605,894647,blue orchid
Corallorhiza bentleyi,Corallorhiza,bentleyi,None,Corallorhiza bentleyi,220,894589,894649,Bentley's coralroot
Corallorhiza mertensiana,Corallorhiza,mertensiana,None,Corallorhiza mertensiana,220,894589,894651,Pacific coralroot
Corallorhiza odontorhiza,Corallorhiza,odontorhiza,None,Corallorhiza odontorhiza,220,894589,894652,autumn coralroot
Corallorhiza odontorhiza,Corallorhiza,odontorhiza,None,Corallorhiza odontorhiza,220,894589,894652,late coralroot
Corallorhiza striata,Corallorhiza,striata,None,Corallorhiza striata,220,894589,894653,hooded coralroot
Corallorhiza trifida,Corallorhiza,trifida,None,Corallorhiza trifida,220,894589,894654,yellow coralroot
Corallorhiza wisteriana,Corallorhiza,wisteriana,None,Corallorhiza wisteriana,220,894589,894655,spring coralroot
Corallorhiza maculata,Corallorhiza,maculata,None,Corallorhiza maculata,220,894589,894656,spotted coralroot
Corallorhiza maculata,Corallorhiza,maculata,None,Corallorhiza maculata,220,894589,894656,summer coralroot
Platanthera aquilonis,Platanthera,aquilonis,None,Platanthera aquilonis,220,43410,894660,northern green orchid
Spiranthes floridana,Spiranthes,floridana,None,Spiranthes floridana,220,43443,894670,Florida lady's tresses
Galeandra bicarinata,Galeandra,bicarinata,None,Galeandra bicarinata,220,43588,894671,Beyrich's hooded orchid
Cypripedium X herae,Cypripedium,herae,None,Cypripedium X herae,220,43533,894672,Queen Hera's hybrid lady's slipper
Prosthechea pygmaea,Prosthechea,pygmaea,None,Prosthechea pygmaea,220,894616,894673,dwarf butterfly orchid
Schiedeella arizonica,Schiedeella,arizonica,None,Schiedeella arizonica,220,894620,894674,parasitic lady's tresses
Cleistes X ochlockoneensis,Cleistes,ochlockoneensis,None,Cleistes X ochlockoneensis,220,0,894675,Ochlockonee hybrid rosebud orchid
Spiranthes amesiana,Spiranthes,amesiana,None,Spiranthes amesiana,220,0,894676,Ames' lady's tresses
Bletia florida,Bletia,florida,None,Bletia florida,220,43495,894678,slender pinepink
Govenia floridana,Govenia,floridana,None,Govenia floridana,220,43597,894679,tropical govenia
Platanthera yosemitensis,Platanthera,yosemitensis,None,Platanthera yosemitensis,220,43410,894683,Yosemite bog orchid
Platanthera conspicua,Platanthera,conspicua,None,Platanthera conspicua,220,0,894684,white fringed orchid
Triphora amazonica,Triphora,amazonica,None,Triphora amazonica,220,43704,894685,broadleaf noddingcaps
Spiranthes sylvatica,Spiranthes,sylvatica,None,Spiranthes sylvatica,220,43443,894688,woodland lady's tresses
Spiranthes eatonii,Spiranthes,eatonii,None,Spiranthes eatonii,220,43443,894689,Eaton's lady's tresses
Trichocentrum undulatum,Trichocentrum,undulatum,None,Trichocentrum undulatum,220,894614,894691,Cape Sable orchid
Cyrtopodium polyphyllum,Cyrtopodium,polyphyllum,None,Cyrtopodium polyphyllum,220,43546,894692,terrestrial cowhorn orchid
Dactylorhiza viridis,Dactylorhiza,viridis,None,Dactylorhiza viridis,220,43549,894693,longbract frog orchid
Dendrophylax lindenii,Dendrophylax,lindenii,None,Dendrophylax lindenii,220,894591,894694,palmpolly
Epidendrum amphistomum,Epidendrum,amphistomum,None,Epidendrum amphistomum,220,43555,894695,big-mouth star orchid
Epidendrum hioramii,Epidendrum,hioramii,None,Epidendrum hioramii,220,43555,894696,Florida star orchid
Epidendrum magnoliae,Epidendrum,magnoliae,None,Epidendrum magnoliae,220,43555,894697,green fly orchid
Laelia rubescens,Laelia,rubescens,None,Laelia rubescens,220,894604,894698,pale laelia
Stenorrhynchos speciosum,Stenorrhynchos,speciosum,None,Stenorrhynchos speciosum,220,564902,894700,Latin American ladies'-tresses
Stenorrhynchos speciosum,Stenorrhynchos,speciosum,None,Stenorrhynchos speciosum,220,564902,894700,Latin American lady orchid
Stenorrhynchos michuacanum,Stenorrhynchos,michuacanum,None,Stenorrhynchos michuacanum,220,564902,894701,Michuacan lady orchid
Habenaria macroceratitis,Habenaria,macroceratitis,None,Habenaria macroceratitis,220,0,894704,big-horn bog orchid
Bulbophyllum pachyrachis,Bulbophyllum,pachyrachis,None,Bulbophyllum pachyrachis,220,43500,894720,rat-tail orchid
Campylocentrum fasciola,Campylocentrum,fasciola,None,Campylocentrum fasciola,220,43509,894721,arboreal bentspur orchid
Platythelys sagreana,Platythelys,sagreana,None,Platythelys sagreana,220,0,894727,Caribbean jug orchid
Neottia borealis,Neottia,borealis,None,Neottia borealis,220,894630,894741,northern twayblade
Neottia auriculata,Neottia,auriculata,None,Neottia auriculata,220,894630,894743,auricled twayblade
Pseudorchis straminea,Pseudorchis,straminea,None,Pseudorchis straminea,220,0,894752,vanilla-scented bog orchid
Neottia smallii,Neottia,smallii,None,Neottia smallii,220,894630,894754,kidneyleaf twayblade
Trichocentrum maculatum,Trichocentrum,maculatum,None,Trichocentrum maculatum,220,0,894758,Cape Sable orchid
Encyclia oncidioides,Encyclia,oncidioides,None,Encyclia oncidioides,220,43551,894769,heavyfruit butterfly orchid
Phaius tankervilleae,Phaius,tankervilleae,None,Phaius tankervilleae,220,43766,894770,nun's-hood orchid
Triphora trianthophoros,Triphora,trianthophoros,None,Triphora trianthophoros,220,43704,894771,three birds orchid
Triphora trianthophoros,Triphora,trianthophoros,None,Triphora trianthophoros,220,43704,894771,threebirds
Maxillaria palmifolia,Maxillaria,palmifolia,None,Maxillaria palmifolia,220,43648,894772,goatmouth orchid
Galearis rotundifolia,Galearis,rotundifolia,None,Galearis rotundifolia,220,43590,894780,roundleaf orchid
Oncidium carthagenense,Oncidium,carthagenense,None,Oncidium carthagenense,220,0,894784,Coot Bay dancing-lady
Psychilis bifida,Psychilis,bifida,None,Psychilis bifida,220,500521,894799,thicket butterfly orchid
Prosthechea serrulata,Prosthechea,serrulata,None,Prosthechea serrulata,220,0,894800,smalltooth star orchid
Microchilus hirtellus,Microchilus,hirtellus,None,Microchilus hirtellus,220,894627,894801,Cuban false helmetorchid
Microchilus plantagineus,Microchilus,plantagineus,None,Microchilus plantagineus,220,894627,894802,Caribbean false helmetorchid
Habenaria quinqueseta,Habenaria,quinqueseta,None,Habenaria quinqueseta,220,0,894803,longhorn bog orchid
Habenaria quinqueseta,Habenaria,quinqueseta,None,Habenaria quinqueseta,220,0,894803,longhorn false reinorchid
Hapalorchis lineata,Hapalorchis,lineata,None,Hapalorchis lineata,220,564858,894804,tropical ladies'-tresses
Dendrophylax porrectus,Dendrophylax,porrectus,None,Dendrophylax porrectus,220,894591,894805,needleroot airplant orchid
Scaphyglottis punctulata,Scaphyglottis,punctulata,None,Scaphyglottis punctulata,220,43768,894806,dotted orchid
Sudamerlycaste barringtoniae,Sudamerlycaste,barringtoniae,None,Sudamerlycaste barringtoniae,220,0,894809,bee orchid
Malaxis brachystachys,Malaxis,brachystachys,None,Malaxis brachystachys,220,43639,894811,Huachuca adder's-mouth
Neottia bifolia,Neottia,bifolia,None,Neottia bifolia,220,894630,894823,southern twayblade
Neottia banksiana,Neottia,banksiana,None,Neottia banksiana,220,894630,894824,northwestern twayblade
Neottia convallarioides,Neottia,convallarioides,None,Neottia convallarioides,220,894630,894825,broadleaf twayblade
Neottia convallarioides,Neottia,convallarioides,None,Neottia convallarioides,220,894630,894825,broadlipped listera
Neottia convallarioides,Neottia,convallarioides,None,Neottia convallarioides,220,894630,894825,broadlipped twayblade
Neottia cordata,Neottia,cordata,None,Neottia cordata,220,894630,894826,heartleaf twayblade
Neottia ovata,Neottia,ovata,None,Neottia ovata,220,894630,894827,eggleaf twayblade
Neottia X veltmanii,Neottia,veltmanii,None,Neottia X veltmanii,220,894630,894828,Veltman's listera
Banksia ashbyi,Banksia,ashbyi,None,Banksia ashbyi,220,894925,894932,Ashby's banksia
Hakea rostrata,Hakea,rostrata,None,Hakea rostrata,220,894923,894933,beaked pincushion tree
Banksia marginata,Banksia,marginata,None,Banksia marginata,220,894925,894934,silver banksia
Leucospermum cordifolium,Leucospermum,cordifolium,None,Leucospermum cordifolium,220,894921,894935,red pincushion-protea
Embothrium coccineum,Embothrium,coccineum,None,Embothrium coccineum,220,894926,894936,Chilean firebush
Banksia spinulosa,Banksia,spinulosa,None,Banksia spinulosa,220,894925,894937,hairpin banksia
Isopogon teretifolius,Isopogon,teretifolius,None,Isopogon teretifolius,220,894924,894940,nodding coneflower
Isopogon dubius,Isopogon,dubius,None,Isopogon dubius,220,894924,894941,pincushion-coneflower
Isopogon dubius,Isopogon,dubius,None,Isopogon dubius,220,894924,894941,rose-coneflower
Banksia ericifolia,Banksia,ericifolia,None,Banksia ericifolia,220,894925,894942,heath-leaf banksia
Banksia integrifolia,Banksia,integrifolia,None,Banksia integrifolia,220,894925,894948,coast banksia
Banksia integrifolia,Banksia,integrifolia,None,Banksia integrifolia,220,894925,894948,white-honeysuckle
Protea cynaroides,Protea,cynaroides,None,Protea cynaroides,220,894922,894949,king protea
Euonymus japonicus,Euonymus,japonicus,None,Euonymus japonicus,220,27945,894987,Japanese spindletree
Euonymus kiautschovicus,Euonymus,kiautschovicus,None,Euonymus kiautschovicus,220,27945,894988,creeping strawberry bush
Euonymus hamiltonianus,Euonymus,hamiltonianus,None,Euonymus hamiltonianus,220,27945,894989,Hamilton's spindletree
Euonymus hamiltonianus,Euonymus,hamiltonianus,None,Euonymus hamiltonianus,220,27945,894989,Hamilton's strawberry bush
Euonymus bungeanus,Euonymus,bungeanus,None,Euonymus bungeanus,220,27945,894990,winterberry
Euonymus bungeanus,Euonymus,bungeanus,None,Euonymus bungeanus,220,27945,894990,winterberry euonymus
Maytenus boaria,Maytenus,boaria,None,Maytenus boaria,220,27963,894991,mayten
Euonymus phellomanus,Euonymus,phellomanus,None,Euonymus phellomanus,220,27945,894992,corktree
Euonymus occidentale,Euonymus,occidentale,None,Euonymus occidentale,220,0,894996,western burning bush
Euonymus occidentale,Euonymus,occidentale,None,Euonymus occidentale,220,0,894996,western wahoo
Heuchera novamexicana,Heuchera,novamexicana,None,Heuchera novamexicana,220,24337,895000,New Mexico alumroot
Tolmiea diplomenziesii,Tolmiea,diplomenziesii,None,Tolmiea diplomenziesii,220,24532,895001,youth on age
Micranthes hitchcockiana,Micranthes,hitchcockiana,None,Micranthes hitchcockiana,220,24402,895002,Hitchcock's saxifrage
Micranthes hitchcockiana,Micranthes,hitchcockiana,None,Micranthes hitchcockiana,220,24402,895002,Saddle Mountain saxifrage
Micranthes petiolaris,Micranthes,petiolaris,None,Micranthes petiolaris,220,24402,895003,Michaux's saxifrage
Micranthes ferruginea,Micranthes,ferruginea,None,Micranthes ferruginea,220,24402,895004,russethair saxifrage
Micranthes ferruginea,Micranthes,ferruginea,None,Micranthes ferruginea,220,24402,895004,rusty saxifrage
Micranthes foliolosa,Micranthes,foliolosa,None,Micranthes foliolosa,220,24402,895005,leafystem saxifrage
Micranthes spicata,Micranthes,spicata,None,Micranthes spicata,220,24402,895006,spiked saxifrage
Micranthes nudicaulis,Micranthes,nudicaulis,None,Micranthes nudicaulis,220,24402,895007,nakedstem saxifrage
Micranthes stellaris,Micranthes,stellaris,None,Micranthes stellaris,220,24402,895008,starry saxifrage
Micranthes gaspensis,Micranthes,gaspensis,None,Micranthes gaspensis,220,24402,895009,Gaspe saxifrage
Micranthes gaspensis,Micranthes,gaspensis,None,Micranthes gaspensis,220,24402,895009,alpine saxifrage
Micranthes subapetala,Micranthes,subapetala,None,Micranthes subapetala,220,24402,895010,Yellowstone saxifrage
Micranthes tolmiei,Micranthes,tolmiei,None,Micranthes tolmiei,220,24402,895011,Tolmie's saxifrage
Micranthes tolmiei,Micranthes,tolmiei,None,Micranthes tolmiei,220,24402,895011,alpine saxifrage
Micranthes integrifolia,Micranthes,integrifolia,None,Micranthes integrifolia,220,24402,895012,wholeleaf saxifrage
Saxifraga stolonifera,Saxifraga,stolonifera,None,Saxifraga stolonifera,220,24213,895013,creeping saxifrage
Micranthes nelsoniana,Micranthes,nelsoniana,None,Micranthes nelsoniana,220,24402,895014,Nelson's saxifrage
Micranthes nelsoniana,Micranthes,nelsoniana,None,Micranthes nelsoniana,220,24402,895014,dotted saxifrage
Micranthes nelsoniana,Micranthes,nelsoniana,None,Micranthes nelsoniana,220,24402,895014,heartleaf saxifrage
Micranthes reflexa,Micranthes,reflexa,None,Micranthes reflexa,220,24402,895015,reflexed saxifrage
Micranthes marshallii,Micranthes,marshallii,None,Micranthes marshallii,220,24402,895016,Marshall's saxifrage
Micranthes idahoensis,Micranthes,idahoensis,None,Micranthes idahoensis,220,24402,895017,Idaho saxifrage
Micranthes californica,Micranthes,californica,None,Micranthes californica,220,24402,895018,California saxifrage
Micranthes eriophora,Micranthes,eriophora,None,Micranthes eriophora,220,24402,895019,redfuzz saxifrage
Micranthes tenuis,Micranthes,tenuis,None,Micranthes tenuis,220,24402,895020,Ottertail Pass saxifrage
Cascadia nuttallii,Cascadia,nuttallii,None,Cascadia nuttallii,220,894979,895021,Nuttall's saxifrage
Micranthes bryophora,Micranthes,bryophora,None,Micranthes bryophora,220,24402,895022,bud saxifrage
Micranthes tischii,Micranthes,tischii,None,Micranthes tischii,220,24402,895023,Olympic saxifrage
Micranthes rufidula,Micranthes,rufidula,None,Micranthes rufidula,220,24402,895024,rustyhair saxifrage
Micranthes gormanii,Micranthes,gormanii,None,Micranthes gormanii,220,24402,895025,Gorman's saxifrage
Micranthes palmeri,Micranthes,palmeri,None,Micranthes palmeri,220,24402,895026,Palmer's saxifrage
Micranthes hieraciifolia,Micranthes,hieraciifolia,None,Micranthes hieraciifolia,220,24402,895027,hawkweed-leaved saxifrage
Micranthes hieraciifolia,Micranthes,hieraciifolia,None,Micranthes hieraciifolia,220,24402,895027,stiffstem saxifrage
Micranthes razshivinii,Micranthes,razshivinii,None,Micranthes razshivinii,220,24402,895030,Alaska saxifrage
Micranthes howellii,Micranthes,howellii,None,Micranthes howellii,220,24402,895031,Howell's saxifrage
Micranthes fragosa,Micranthes,fragosa,None,Micranthes fragosa,220,24402,895033,peak saxifrage
Micranthes aprica,Micranthes,aprica,None,Micranthes aprica,220,24402,895034,Sierra saxifrage
Micranthes tempestiva,Micranthes,tempestiva,None,Micranthes tempestiva,220,24402,895035,storm saxifrage
Bergenia crassifolia,Bergenia,crassifolia,None,Bergenia crassifolia,220,894980,895036,Siberian-tea
Micranthes apetala,Micranthes,apetala,None,Micranthes apetala,220,24402,895037,tiny swamp saxifrage
Micranthes apetala,Micranthes,apetala,None,Micranthes apetala,220,24402,895037,western swamp saxifrage
Micranthes nidifica,Micranthes,nidifica,None,Micranthes nidifica,220,24402,895038,peak saxifrage
Micranthes nidifica,Micranthes,nidifica,None,Micranthes nidifica,220,24402,895038,swamp saxifrage
Bensoniella oregona,Bensoniella,oregona,None,Bensoniella oregona,220,24308,895039,Oregon bensoniella
Bensoniella oregona,Bensoniella,oregona,None,Bensoniella oregona,220,24308,895039,bensoniella
Saxifraga hitchcockii,Saxifraga,hitchcockii,None,Saxifraga hitchcockii,220,0,895047,Saddle Mountain saxifrage
Rhus ashei,Rhus,ashei,None,Rhus ashei,220,0,895120,Ashe's sumac
Rhus pulvinata,Rhus,pulvinata,None,Rhus pulvinata,220,0,895121,northern smooth sumac
Sclerocarya birrea,Sclerocarya,birrea,None,Sclerocarya birrea,220,500766,895125,marula
Rhus lancea,Rhus,lancea,None,Rhus lancea,220,0,895126,African sumac
Rhus lancea,Rhus,lancea,None,Rhus lancea,220,0,895126,karee
Rhus lancea,Rhus,lancea,None,Rhus lancea,220,0,895126,willow rhus
Berberis lomariifolia,Berberis,lomariifolia,None,Berberis lomariifolia,220,18814,895146,Chinese hollygrape
Berberis siamensis,Berberis,siamensis,None,Berberis siamensis,220,0,895147,Siam hollygrape
Berberis wisleyensis,Berberis,wisleyensis,None,Berberis wisleyensis,220,0,895148,Wisley's barberry
Berberis sargentiana,Berberis,sargentiana,None,Berberis sargentiana,220,18814,895149,Sargent's barberry
Berberis julianae,Berberis,julianae,None,Berberis julianae,220,18814,895150,wintergreen barberry
Berberis aggregata,Berberis,aggregata,None,Berberis aggregata,220,18814,895152,salmon barberry
Berberis X mentorensis,Berberis,mentorensis,None,Berberis X mentorensis,220,18814,895154,Mentor's barberry
Mahonia lomariifolia,Mahonia,lomariifolia,None,Mahonia lomariifolia,220,0,895155,Chinese hollygrape
Mahonia siamensis,Mahonia,siamensis,None,Mahonia siamensis,220,0,895156,Siam hollygrape
Cocculus laurifolius,Cocculus,laurifolius,None,Cocculus laurifolius,220,18863,895157,laurel-leaf snailseed
Geranium maderense,Geranium,maderense,None,Geranium maderense,220,29104,895175,Madiera cranesbill
Geranium traversii,Geranium,traversii,None,Geranium traversii,220,29104,895176,cranesbill
Pelargonium radens,Pelargonium,radens,None,Pelargonium radens,220,29154,895177,rasp-leaf pelargonium
Geranium hillebrandii,Geranium,hillebrandii,None,Geranium hillebrandii,220,29104,895178,nohoanu
Melianthus major,Melianthus,major,None,Melianthus major,220,895173,895185,honey-flower
Greyia radlkoferi,Greyia,radlkoferi,None,Greyia radlkoferi,220,895174,895186,Natal bottlebrush
Corylopsis sinensis,Corylopsis,sinensis,None,Corylopsis sinensis,220,895210,895219,winter hazel
Parrotia persica,Parrotia,persica,None,Parrotia persica,220,895211,895220,Persian ironwood
Paeonia delavayi,Paeonia,delavayi,None,Paeonia delavayi,220,18794,895222,dian mu dan
Paeonia corallina,Paeonia,corallina,None,Paeonia corallina,220,0,895223,peony
Paeonia suffruticosa,Paeonia,suffruticosa,None,Paeonia suffruticosa,220,18794,895224,moutan peony
Ribes tularensis,Ribes,tularensis,None,Ribes tularensis,220,0,895230,Sequoia gooseberry
Mentzelia tiehmii,Mentzelia,tiehmii,None,Mentzelia tiehmii,220,202469,895243,Tiehm's blazing star
Mentzelia conspicua,Mentzelia,conspicua,None,Mentzelia conspicua,220,202469,895244,Rio Chama blazingstar
Mentzelia memorabilis,Mentzelia,memorabilis,None,Mentzelia memorabilis,220,202469,895250,September 11 stickleaf
Friesodielsia obovata,Friesodielsia,obovata,None,Friesodielsia obovata,220,895281,895285,monkey fingers
Magnolia X soulangeana,Magnolia,soulangeana,None,Magnolia X soulangeana,220,18069,895287,Chinese magnolia
Magnolia doltsopa,Magnolia,doltsopa,None,Magnolia doltsopa,220,18069,895288,sweet michelia
Liriodendron chinense,Liriodendron,chinense,None,Liriodendron chinense,220,18085,895289,Chinese tuliptree
Magnolia dealbata,Magnolia,dealbata,None,Magnolia dealbata,220,18069,895290,cloudforest magnolia
Magnolia denudata,Magnolia,denudata,None,Magnolia denudata,220,18069,895291,lilytree
Magnolia lotungensis,Magnolia,lotungensis,None,Magnolia lotungensis,220,0,895293,eastern joy lotustree
Magnolia kobus,Magnolia,kobus,None,Magnolia kobus,220,18069,895295,Kobus magnolia
Parakmeria lotungensis,Parakmeria,lotungensis,None,Parakmeria lotungensis,220,895283,895296,eastern joy lotustree
Michelia doltsopa,Michelia,doltsopa,None,Michelia doltsopa,220,0,895297,sweet michelia
Melastoma septemnervium,Melastoma,septemnervium,None,Melastoma septemnervium,220,500417,895355,Asian melastome
Tibouchina semidecandra,Tibouchina,semidecandra,None,Tibouchina semidecandra,220,500590,895356,purple glory tree
Clidemia angustilamina,Clidemia,angustilamina,None,Clidemia angustilamina,220,27701,895358,narrowleaf terciopelo
Miconia calycina,Miconia,calycina,None,Miconia calycina,220,27719,895360,forest johnnyberry
Tibouchina heteromalla,Tibouchina,heteromalla,None,Tibouchina heteromalla,220,500590,895361,silverleafed princess flower
Rotala rotundifolia,Rotala,rotundifolia,None,Rotala rotundifolia,220,27114,895362,roundleaf toothcup
Lythrum hyssopifolium,Lythrum,hyssopifolium,None,Lythrum hyssopifolium,220,0,895365,hyssop loosestrife
Combretum hereroense,Combretum,hereroense,None,Combretum hereroense,220,564949,895366,russet bushwillow
Terminalia sericea,Terminalia,sericea,None,Terminalia sericea,220,27761,895367,clusterleaf
Combretum paniculatum,Combretum,paniculatum,None,Combretum paniculatum,220,564949,895368,fire vine
Combretum obovatum,Combretum,obovatum,None,Combretum obovatum,220,564949,895369,spiny combretum
Combretum imberbe,Combretum,imberbe,None,Combretum imberbe,220,564949,895370,leadwood
Acleisanthes chenopodioides,Acleisanthes,chenopodioides,None,Acleisanthes chenopodioides,220,19543,895403,goosefoot moonpod
Boerhavia ciliata,Boerhavia,ciliata,None,Boerhavia ciliata,220,19667,895404,Mathis' spiderling
Acleisanthes angustifolia,Acleisanthes,angustifolia,None,Acleisanthes angustifolia,220,19543,895405,narrowleaf moonpod
Acleisanthes parvifolia,Acleisanthes,parvifolia,None,Acleisanthes parvifolia,220,19543,895406,littleleaf moonpod
Acleisanthes nevadensis,Acleisanthes,nevadensis,None,Acleisanthes nevadensis,220,19543,895407,desert moonpod
Abronia glabrifolia,Abronia,glabrifolia,None,Abronia glabrifolia,220,19550,895408,clay sand verbena
